date,long sleeves,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
3/26/2018,57,59,50,67,69,41,23,24.2,73,63,60,37,27,54,82,53,29,49,21,77,66,48,79.8,81,55,0,55,88,68,82,17,75,26,58,83,56,72,90,0,71,51,45,35,30,18,42,68,9,46,16,52,61,75,81,31,45,47,57,72,72,21,77,74,69,47,-1,0,57,66,66,65,72,76,44,76,70,16,28,44,-1,78,43,0,93,53,63,62,0,24,22,69,87,45,-1,0,33
4/2/2018,55,52,47,75,69,32,34,26.8,68,64,63,26,18,49,83,52,33,47,20,76,85,16,86.8,78,46,0,45,89,63,79,17,74,25,59,84,53,81,82,16,71,50,36,32,36,20,40,68,9,45,32,62,63,75,82,34,42,40,69,68,74,20,75,93,87,33,-1,0,58,45,64,69,74,65,44,76,62,13,0,25,-1,80,62,0,89,41,64,60,0,12,19,75,90,45,-1,0,33
4/9/2018,54,66,37,73,70,34,34,29.8,78,54,69,28,9,56,83,57,29,45,40,74,63,15,82,73,50,0,48,90,60,79,17,75,25,60,79,53,76,82,48,81,47,48,36,24,21,37,22,18,44,16,69,59,75,82,39,47,70,56,68,76,25,68,79,95,18,-1,0,65,77,61,73,75,69,28,76,74,14,0,30,-1,83,41,0,91,41,55,60,0,18,17,73,92,37,-1,30,32
4/16/2018,49,74,27,77,74,59,34,16,75,50,64,60,35,37,90,65,26,39,60,81,73,15,86.4,79,52,0,57,92,64,83,17,76,25,58,82,55,70,82,0,72,45,35,30,28,19,38,39,36,42,32,59,54,75,84,39,44,61,65,63,79,26,69,67,78,18,-1,0,68,52,64,61,70,57,28,75,78,13,0,37,-1,86,73,0,93,39,53,71,0,22,20,76,93,54,-1,0,29
4/23/2018,53,70,35,74,71,68,0,35.6,81,73,68,42,26,47,81,64,26,42,81,82,81,77,91.6,81,69,0,26,92,61,79,18,75,25,59,83,55,65,79,0,73,49,38,44,29,20,38,82,35,39,78,80,59,72,81,31,42,75,55,61,74,20,77,79,84,18,-1,0,62,68,62,66,72,71,14,74,82,16,0,30,-1,86,43,0,86,42,52,64,33,21,18,74,87,50,-1,0,30
4/30/2018,51,75,50,67,70,67,11,27.6,83,55,92,30,18,48,84,72,24,42,21,77,66,0,92.6,82,100,0,45,96,62,82,18,76,27,63,85,56,61,81,16,75,46,39,75,23,20,42,39,27,39,0,71,54,72,86,36,40,52,68,57,77,26,72,85,79,23,-1,0,72,53,65,68,76,71,43,75,65,14,0,68,-1,90,59,0,90,52,57,67,34,15,24,72,90,65,-1,30,29
5/7/2018,46,76,44,92,68,68,22,23.8,85,58,79,32,18,61,79,85,20,36,50,77,81,0,97,82,82,0,62,95,60,82,17,74,27,61,84,54,61,81,0,71,48,35,43,28,21,43,56,80,39,0,73,50,72,85,38,39,64,68,57,77,19,63,74,92,23,-1,0,77,69,67,64,72,71,21,79,72,17,28,49,-1,99,57,0,93,46,59,62,0,16,21,69,92,44,-1,0,26
5/14/2018,48,79,38,69,63,48,56,29.8,91,51,73,26,22,43,80,77,21,35,30,77,64,46,95.4,79,73,0,57,91,57,82,16,77,26,57,81,59,63,79,65,66,43,31,54,28,21,39,45,54,39,32,83,51,74,82,33,38,55,66,61,79,27,64,76,74,23,-1,0,83,42,63,57,70,60,36,79,74,18,55,19,-1,85,53,0,87,42,60,61,0,27,24,68,87,45,-1,60,27
5/21/2018,49,97,52,97,66,66,68,35.8,90,51,90,41,40,52,86,82,21,36,51,84,92,0,98.8,89,75,0,58,94,60,79,16,77,25,60,83,56,63,84,49,67,54,35,55,36,19,42,28,0,39,32,78,48,73,82,30,40,43,67,58,78,26,65,76,75,28,-1,0,56,55,63,70,82,60,29,74,76,17,28,50,-1,91,71,0,90,46,61,59,0,29,11,67,86,41,-1,30,27
5/28/2018,52,95,55,87,66,73,23,29,100,47,100,31,13,54,80,95,23,39,51,86,100,0,97.4,100,80,0,41,98,58,79,16,79,25,59,84,57,56,81,16,74,51,36,45,42,20,38,40,27,41,32,74,49,72,90,30,44,47,71,64,77,23,53,73,81,14,-1,0,66,64,62,66,84,65,22,73,85,19,28,100,-1,90,52,0,92,52,61,55,34,24,26,67,83,42,-1,0,30
6/4/2018,48,78,48,82,68,86,45,37.6,89,46,61,40,13,50,72,89,22,43,40,74,71,0,91.8,100,68,0,53,95,56,78,15,74,24,58,83,56,55,81,32,70,42,33,48,31,20,37,33,36,41,32,69,48,70,86,35,41,58,66,60,75,25,55,58,64,32,-1,82,76,62,64,65,78,62,36,77,79,15,0,25,-1,93,62,0,89,42,60,56,0,19,15,65,87,58,-1,0,27
6/11/2018,47,84,36,87,67,55,32,42.6,87,41,83,20,17,58,71,83,21,42,39,70,71,15,84.8,81,74,0,64,96,61,79,16,73,25,59,84,55,59,81,0,71,46,30,40,30,19,38,59,51,40,15,64,48,69,83,48,41,20,70,60,72,23,69,78,73,22,-1,0,58,64,65,75,68,64,61,72,76,15,0,47,-1,87,64,0,88,35,65,58,0,23,24,58,82,39,-1,29,27
6/18/2018,48,82,39,70,62,65,44,19,86,49,84,38,22,48,69,79,19,40,40,78,91,0,81.8,85,64,84,35,94,59,77,15,70,23,57,78,53,60,82,16,63,53,29,33,27,19,37,39,18,39,16,64,48,69,83,30,41,42,63,52,74,18,46,56,65,27,-1,0,66,70,61,67,71,59,14,71,67,14,0,24,-1,87,66,0,87,51,65,56,0,19,20,59,80,41,-1,0,25
6/25/2018,48,100,38,82,61,57,22,38.6,86,33,71,27,22,37,69,90,20,30,81,74,71,0,90.6,83,74,0,53,95,57,82,15,71,23,60,80,53,61,79,48,64,50,28,33,30,19,37,39,18,38,32,74,50,69,91,39,40,42,65,55,74,19,56,63,70,23,-1,0,55,56,60,63,66,56,49,71,94,16,27,12,-1,93,47,0,90,34,60,53,0,24,21,64,84,51,-1,30,26
7/2/2018,48,91,43,77,63,57,22,28.4,94,37,80,17,13,51,67,100,19,29,30,73,58,0,88,85,69,0,35,99,58,81,15,73,23,60,82,52,61,80,32,61,44,32,37,27,19,36,50,80,39,0,78,54,66,84,42,41,43,62,46,72,15,55,76,83,18,-1,0,55,56,62,61,84,55,36,75,77,17,0,37,-1,99,40,44,89,30,65,56,0,26,24,57,78,44,-1,0,27
7/9/2018,47,88,49,92,65,65,45,32.8,82,38,73,27,26,56,74,93,19,31,40,83,84,30,93.8,79,66,0,26,99,58,82,16,72,24,57,82,54,63,86,32,63,48,34,35,33,20,38,67,9,38,63,87,55,68,82,33,45,36,65,51,76,21,57,65,62,18,-1,0,71,62,62,61,77,69,7,73,74,19,27,31,-1,98,43,0,93,39,61,74,0,22,28,64,85,61,-1,30,26
7/16/2018,50,88,43,48,69,49,11,29,88,47,69,29,27,46,71,91,23,34,10,75,68,31,88.2,84,63,0,63,100,60,85,16,76,24,57,82,53,61,92,16,65,55,41,36,33,21,40,57,55,41,0,59,52,71,80,33,44,31,57,51,77,22,52,62,72,19,-1,0,56,64,63,59,75,65,22,77,71,13,28,44,-1,92,39,0,93,49,69,73,0,22,26,67,85,28,-1,31,30
7/23/2018,52,91,49,70,72,73,46,35.8,86,31,67,29,23,53,69,90,21,37,93,83,80,0,93.6,81,50,0,54,94,61,84,16,78,24,59,88,58,58,88,48,58,46,36,34,30,19,38,56,72,41,48,77,53,69,81,29,42,55,66,50,76,19,66,63,77,9,-1,0,67,61,60,59,90,70,36,76,76,15,0,31,-1,93,46,44,86,49,58,61,0,20,17,61,83,38,-1,30,32
7/30/2018,53,81,40,78,100,42,11,39.6,84,38,81,27,22,47,66,84,21,37,20,82,56,15,93,77,59,0,57,95,58,86,16,77,26,60,86,63,60,86,65,64,54,39,38,34,20,39,39,18,41,16,89,56,70,83,31,50,61,57,59,80,20,59,62,75,23,-1,0,75,56,58,61,88,65,43,80,89,18,0,31,-1,95,53,0,95,52,65,63,34,27,16,68,85,34,-1,0,31
8/6/2018,55,69,31,72,78,59,11,30.6,78,50,80,38,52,61,69,82,25,37,30,93,78,15,92.4,78,59,0,48,94,58,86,16,74,26,63,86,58,58,84,32,65,51,39,37,33,20,38,44,26,42,47,83,63,71,82,27,46,57,57,53,77,19,63,72,67,32,-1,0,71,76,61,55,92,62,42,75,75,15,0,18,-1,95,54,87,91,48,64,62,0,31,40,72,83,37,-1,0,31
8/13/2018,55,76,37,70,73,59,56,35.6,76,52,52,42,17,54,71,70,27,44,10,71,55,15,86.2,73,52,0,52,95,57,85,15,76,25,61,82,52,55,86,48,61,54,36,31,31,20,39,22,71,43,16,57,58,67,79,31,44,67,62,58,81,19,57,73,75,41,-1,0,76,47,64,58,80,56,35,72,62,12,55,30,-1,82,62,0,95,51,61,62,0,17,36,68,81,44,-1,0,30
8/20/2018,54,58,32,56,67,49,11,41.8,72,58,62,35,45,47,67,63,30,44,31,92,50,0,81.4,71,46,0,45,96,60,85,16,77,25,60,82,53,62,81,33,63,48,43,31,36,20,38,51,36,45,32,73,57,65,77,28,42,62,62,58,80,25,74,62,66,19,-1,0,56,44,64,58,85,58,58,75,70,14,0,12,-1,78,54,0,92,55,92,63,0,28,26,69,83,38,-1,61,33
8/27/2018,57,56,37,71,73,45,45,21.6,68,52,64,34,39,46,64,56,28,49,100,88,66,0,79.2,70,38,0,52,92,58,80,15,73,24,57,82,53,57,80,32,65,60,46,37,30,20,41,100,62,46,48,75,55,65,80,36,44,82,75,71,85,24,65,75,78,5,-1,0,66,75,63,62,81,69,14,74,67,13,0,12,-1,69,72,0,90,69,75,65,0,24,29,71,85,37,-1,30,35
9/3/2018,60,56,31,84,68,45,33,15.8,63,64,62,45,13,46,69,54,35,46,30,81,75,0,82,70,49,0,48,90,73,79,15,73,24,58,78,54,54,78,78,73,52,43,38,37,19,38,38,26,46,46,59,54,63,78,35,41,50,57,73,78,20,71,81,69,18,-1,79,65,50,62,59,75,74,48,71,63,18,0,12,-1,74,46,0,88,62,69,62,0,22,31,70,81,33,-1,87,34
9/10/2018,68,46,38,61,65,44,66,10.8,59,78,75,47,34,57,81,46,40,51,39,74,47,0,86.6,66,37,0,82,88,61,77,15,75,24,57,80,53,58,75,62,62,54,50,39,32,19,37,38,61,49,15,49,55,65,79,30,37,62,73,71,80,20,76,68,91,18,-1,0,54,73,62,62,83,64,28,70,45,18,0,36,-1,68,55,0,88,59,65,57,0,21,22,68,84,36,-1,29,36
9/17/2018,68,51,32,55,67,39,11,13.8,65,55,56,41,21,52,82,47,40,53,29,78,45,15,83.6,66,30,0,51,90,66,76,15,76,24,61,83,52,59,79,16,72,50,52,33,40,18,38,54,26,53,0,53,53,70,76,30,38,62,64,80,82,22,58,56,87,49,-1,0,56,52,62,55,83,78,34,75,58,14,53,36,-1,70,68,0,92,69,61,63,33,22,22,70,87,43,-1,0,35
9/24/2018,67,43,38,45,73,49,43,41.6,63,65,76,65,21,47,76,42,43,49,29,84,69,15,84.8,65,28,0,42,85,61,77,15,74,23,58,78,52,60,77,31,72,54,54,35,43,19,38,38,78,58,31,61,53,67,80,28,41,62,67,70,89,22,74,66,69,36,-1,0,56,77,64,55,72,62,62,77,63,14,27,18,-1,71,66,0,87,60,57,64,33,25,16,72,86,46,-1,0,41
10/1/2018,72,54,43,49,65,50,65,20,59,78,57,60,30,62,90,40,47,58,49,78,59,0,90.8,65,21,0,64,86,60,80,16,75,24,63,81,53,62,78,31,73,50,59,32,48,18,39,27,52,56,15,70,56,65,83,29,40,56,73,67,81,25,61,67,82,44,-1,0,57,49,69,60,74,61,21,70,49,19,27,18,-1,67,29,0,87,82,64,61,66,24,11,71,88,26,-1,0,41
10/8/2018,76,42,45,59,68,50,33,21.8,65,74,65,49,39,60,85,39,52,53,89,90,50,30,89.4,66,24,0,73,85,57,78,15,73,26,65,81,49,64,77,16,72,49,67,32,34,17,40,55,35,59,31,72,55,66,80,23,42,54,75,62,80,23,80,63,87,14,-1,0,62,70,66,65,69,80,77,69,61,20,82,48,-1,69,28,43,94,71,55,60,0,23,18,73,88,34,-1,30,39
10/15/2018,87,47,34,53,68,42,45,34.4,66,94,56,70,52,65,90,38,58,58,80,80,59,15,82.8,68,25,0,75,83,59,76,16,74,27,74,81,50,68,78,0,72,53,64,39,43,17,42,44,44,64,0,58,57,67,82,29,44,63,58,66,75,27,85,77,80,9,-1,0,64,58,66,57,61,62,42,73,54,19,0,12,-1,67,66,0,91,68,66,60,0,25,26,68,88,54,-1,30,41
10/22/2018,87,45,28,57,69,36,33,23.6,63,78,54,71,60,74,91,37,60,63,49,60,53,15,85,71,27,0,78,83,62,80,16,75,27,96,79,49,66,77,47,83,51,64,37,42,18,44,49,44,68,16,64,60,64,85,28,41,90,79,73,77,26,85,78,81,27,-1,0,61,74,63,56,67,75,14,75,59,19,27,12,-1,75,43,0,96,79,60,62,0,21,17,66,88,27,-1,0,44
10/29/2018,77,42,30,59,69,42,11,32.6,53,76,55,64,56,63,80,35,64,60,30,74,42,30,71.8,66,27,0,78,81,58,80,15,76,29,100,81,48,64,78,32,67,55,58,37,45,18,49,11,53,72,63,75,60,62,82,24,41,51,69,54,74,27,59,58,89,27,-1,0,62,56,65,61,66,71,21,75,58,24,0,30,-1,67,54,44,100,78,65,66,33,29,33,72,87,54,-1,0,48
11/5/2018,79,44,44,55,66,33,11,14.8,60,68,48,64,51,61,92,37,71,68,29,84,45,15,77.6,69,23,0,77,80,60,80,16,77,33,78,78,51,61,76,31,69,61,68,32,51,18,37,21,51,73,15,79,62,65,82,22,47,81,84,70,72,23,83,70,79,26,-1,0,49,73,65,62,72,75,27,71,64,21,26,35,-1,65,56,0,92,84,64,62,0,20,21,80,86,55,-1,28,45
11/12/2018,84,44,48,65,65,44,22,33.6,58,73,42,82,43,57,87,36,75,70,49,77,43,30,73.2,71,27,0,77,82,61,80,16,81,43,72,81,50,61,78,47,76,61,74,40,54,17,38,49,44,88,78,47,64,64,85,29,54,42,86,65,78,26,58,79,91,36,-1,0,50,66,68,64,74,73,42,74,70,28,0,42,-1,68,78,0,93,76,63,64,33,34,26,78,91,57,-1,29,58
11/19/2018,91,41,36,59,66,44,11,10.8,68,87,45,89,73,62,88,40,90,96,20,85,46,45,77.4,79,23,0,90,82,68,79,18,85,100,72,80,51,60,78,31,70,62,84,39,62,17,39,59,43,98,46,71,71,69,91,26,65,65,89,64,64,17,76,84,57,49,-1,0,54,65,76,58,69,76,48,76,67,27,27,18,-1,71,63,43,94,100,65,61,0,23,15,71,82,43,-1,58,76
11/26/2018,94,59,33,64,73,41,11,16.8,65,76,60,95,55,60,87,40,85,85,10,87,47,29,81.6,73,25,0,97,81,64,78,20,79,31,75,85,51,64,81,46,69,61,88,49,67,18,38,48,60,96,15,56,74,69,92,24,68,56,89,63,79,27,90,85,66,40,-1,79,59,40,73,55,82,92,41,78,64,30,53,18,-1,70,49,0,99,75,62,61,0,17,15,80,87,66,-1,0,59
12/3/2018,93,48,39,49,72,56,55,28.6,62,78,53,92,22,60,90,41,80,83,10,77,58,30,80.6,75,22,0,82,85,59,75,16,75,25,68,85,50,59,85,16,61,62,76,40,64,18,38,92,78,94,31,66,71,68,92,21,66,83,83,60,71,23,69,75,69,18,-1,0,49,53,80,56,63,92,42,77,51,40,27,36,-1,67,87,0,91,83,63,69,0,23,23,79,84,70,-1,0,54
12/10/2018,94,40,47,55,68,48,22,22.8,69,81,50,72,48,51,85,42,90,90,40,80,46,30,81.4,74,23,0,48,87,63,77,16,74,25,67,86,50,61,87,16,62,58,74,42,73,17,38,28,35,90,0,49,70,67,88,27,72,49,94,60,70,26,100,80,93,36,-1,0,57,62,81,59,66,79,7,75,51,41,0,30,-1,69,72,0,89,81,60,69,0,19,21,72,89,44,-1,59,57
12/17/2018,77,48,36,34,71,26,11,10.8,60,76,37,72,53,50,70,40,74,82,20,67,37,16,67.4,75,24,0,45,85,60,77,16,74,25,65,84,50,64,97,16,58,56,68,43,63,18,35,45,98,84,16,48,71,60,84,22,65,76,90,64,70,21,82,84,75,50,-1,0,45,50,86,63,65,78,43,73,52,40,55,12,-1,68,80,0,92,65,61,65,0,19,13,66,79,27,-1,0,55
12/24/2018,67,43,32,39,58,41,25,6,53,62,52,76,39,53,73,39,78,76,33,59,39,17,65.2,85,27,0,63,84,65,80,16,77,28,69,87,51,62,90,18,56,73,83,50,64,17,42,31,68,82,0,62,76,64,99,24,55,23,70,66,51,17,71,82,79,30,-1,0,51,48,86,68,60,84,31,74,58,40,0,20,-1,72,77,0,90,82,71,63,37,14,9,73,79,34,-1,0,100
12/31/2018,66,47,39,40,62,42,23,19.4,53,63,43,59,37,63,77,41,66,63,42,72,40,16,63.4,79,31,0,60,86,71,84,17,80,29,67,87,54,61,85,0,62,73,70,31,38,18,40,29,56,72,33,52,68,66,91,21,48,42,76,61,65,18,70,73,77,24,-1,0,45,61,74,63,66,86,22,72,75,28,58,19,-1,71,67,0,94,83,70,68,0,14,12,86,81,57,-1,31,60
1/7/2019,63,53,43,59,67,20,44,18.8,57,68,58,63,35,48,84,39,66,54,30,81,26,15,63.8,76,28,0,35,82,66,80,16,77,25,60,79,52,60,83,32,70,58,63,35,41,18,36,38,0,64,31,53,63,68,80,21,45,48,91,68,80,21,53,68,93,54,-1,0,54,55,65,58,78,69,0,78,71,23,0,18,-1,73,76,43,94,91,64,67,0,21,7,85,87,27,-1,0,51
1/14/2019,66,51,36,67,68,42,66,15.6,63,72,57,81,34,44,84,41,68,54,39,85,54,15,66.6,72,28,0,52,87,59,81,16,75,24,59,85,50,63,78,16,65,59,61,36,45,18,41,11,9,64,31,66,60,69,80,41,43,50,80,64,82,23,67,81,88,22,-1,79,51,62,62,62,74,72,14,74,65,19,0,53,-1,75,82,43,91,64,66,66,65,27,24,89,90,43,-1,0,47
1/21/2019,68,39,39,43,66,40,42,22.6,57,58,61,59,37,43,88,41,58,57,48,91,49,0,72,72,30,0,46,84,69,79,16,76,23,59,80,50,60,87,15,72,69,59,32,34,18,46,32,34,64,0,51,59,65,81,23,45,38,81,76,80,24,63,65,79,35,-1,0,52,60,67,60,80,69,41,73,60,17,0,18,-1,76,93,42,94,87,64,78,0,22,23,79,92,49,-1,0,48
1/28/2019,66,45,26,48,68,46,43,10,63,59,59,59,37,53,81,42,67,52,38,83,42,0,70,73,28,0,46,84,59,75,16,81,25,58,78,51,57,80,45,71,61,59,33,33,18,86,58,34,62,30,51,70,67,79,26,41,40,68,66,81,19,60,68,67,26,-1,0,65,43,66,62,82,75,34,74,63,18,26,17,-1,75,98,0,87,75,56,71,0,21,19,77,89,51,-1,0,50
2/4/2019,62,44,25,51,70,35,43,35.6,69,64,71,60,17,46,81,45,52,51,48,91,45,15,71.4,72,36,0,30,86,60,78,16,84,25,58,82,52,53,83,15,74,54,51,34,34,18,69,47,25,56,45,59,91,67,80,27,43,37,80,75,78,26,69,88,100,43,-1,0,66,63,65,60,78,66,40,74,62,15,26,35,-1,70,64,42,90,61,61,70,0,21,16,80,91,64,-1,0,41
2/11/2019,61,41,42,51,66,40,21,22.6,64,60,68,54,33,49,79,44,45,46,38,76,44,15,70.4,68,34,0,37,88,61,76,15,84,26,61,78,49,57,85,0,74,56,48,39,31,19,48,79,34,53,0,59,76,67,77,31,46,46,71,68,78,24,57,97,60,26,-1,0,56,63,69,61,71,72,34,72,57,18,0,23,-1,72,77,0,87,70,57,69,0,23,12,73,88,77,-1,0,40
2/18/2019,62,52,42,52,66,21,21,33.6,64,49,60,46,37,46,78,47,38,50,19,83,53,14,71,72,40,0,58,87,58,76,16,80,25,57,79,49,57,79,30,66,49,50,34,29,18,41,31,42,52,0,69,64,68,80,36,45,43,71,63,82,24,55,87,81,35,-1,0,56,55,98,62,77,71,13,76,56,15,0,35,-1,74,89,0,87,65,63,68,0,25,19,78,88,35,-1,0,37
2/25/2019,60,46,38,44,67,51,53,24.6,76,51,77,41,17,43,80,48,36,50,47,79,48,29,75.6,71,40,0,66,86,54,78,15,100,24,60,76,49,56,84,30,70,55,52,35,31,17,39,26,42,49,0,54,55,64,82,27,43,57,73,68,77,22,60,81,80,21,-1,0,60,62,70,52,79,66,33,75,67,19,0,29,-1,72,62,0,85,53,59,68,32,27,14,74,91,19,-1,0,33
3/4/2019,61,52,37,48,65,52,43,51.4,69,46,60,39,42,49,79,50,39,53,39,84,49,15,77,75,44,0,42,87,64,77,15,83,23,56,78,51,61,87,31,72,58,55,35,31,19,48,16,60,49,30,62,53,67,83,32,44,50,71,73,79,22,63,84,86,18,-1,0,62,64,84,59,74,75,48,74,80,17,0,24,-1,80,47,42,87,52,59,74,0,17,23,77,95,29,-1,0,39
3/11/2019,63,56,44,48,68,44,65,17.8,73,52,76,44,30,46,77,50,31,51,48,76,52,0,79.6,78,48,0,34,86,63,78,15,81,23,58,81,49,57,87,61,70,55,49,35,39,22,39,16,26,45,61,55,51,68,78,31,41,49,66,70,76,22,69,67,80,9,-1,0,66,76,71,59,81,76,34,73,98,16,53,18,-1,77,51,0,87,50,58,68,0,21,15,75,92,55,-1,29,42
3/18/2019,60,46,40,66,69,31,22,26.6,69,50,60,40,22,47,75,55,33,51,40,77,57,0,80.4,73,47,0,39,92,56,79,16,81,24,54,80,50,59,87,46,72,53,44,29,46,20,42,59,52,43,31,70,50,68,85,35,44,100,65,64,74,24,79,75,96,18,-1,79,63,52,69,59,74,62,34,75,100,21,0,24,-1,80,62,0,88,61,66,65,0,23,19,73,92,49,-1,0,37
3/25/2019,56,57,52,53,68,52,32,14.8,73,53,77,33,42,53,74,57,26,50,58,88,64,29,79,73,44,0,55,91,57,83,16,77,23,56,82,51,61,90,62,75,53,44,37,32,19,38,32,52,43,31,81,49,69,88,39,40,94,63,63,77,21,61,100,71,18,-1,0,56,64,69,63,74,63,28,74,74,20,53,18,-1,81,71,0,88,48,60,60,33,20,26,71,92,46,-1,0,34
4/1/2019,60,53,40,60,67,66,11,19.8,73,58,71,43,26,42,81,59,30,55,39,81,65,0,89,78,50,0,73,90,56,82,16,76,23,57,80,50,59,87,62,75,44,48,32,37,19,38,54,69,40,15,75,48,66,86,36,39,56,71,60,76,24,62,87,81,22,-1,0,54,56,67,61,75,56,28,73,86,21,0,48,-1,83,73,0,90,50,54,68,33,20,18,68,91,46,-1,0,32
4/8/2019,55,50,51,68,67,68,32,29.8,78,56,64,59,21,70,83,63,26,51,87,88,44,30,89.6,76,60,0,68,92,57,81,16,76,29,57,80,50,60,88,31,71,43,41,31,34,19,40,54,9,41,0,77,47,65,82,35,42,59,76,61,74,23,71,73,73,35,-1,0,66,68,63,61,79,64,27,76,91,17,0,12,-1,90,67,42,90,43,57,71,0,21,18,75,92,26,-1,29,31
4/15/2019,55,65,28,71,70,69,0,17,73,55,53,48,35,55,77,69,24,47,51,79,51,15,94,85,60,0,75,98,56,81,16,77,25,58,85,52,64,90,33,69,49,45,38,44,19,38,28,54,40,16,82,47,66,86,39,41,65,63,58,69,24,44,85,89,28,-1,0,59,72,66,57,84,67,22,72,90,20,0,31,-1,88,54,0,87,50,59,63,34,19,14,72,88,52,-1,0,31
4/22/2019,52,64,33,60,67,81,33,37.6,80,50,65,34,13,51,74,72,24,46,20,78,57,0,89.2,80,69,0,52,93,58,84,15,76,24,58,79,50,57,85,16,67,54,47,32,32,19,37,61,35,38,0,88,51,63,86,32,41,67,61,64,68,21,57,72,83,23,-1,0,70,45,66,64,81,64,7,76,75,20,0,36,-1,92,51,44,87,44,65,64,34,17,13,70,89,27,-1,30,31
4/29/2019,57,63,42,64,65,61,22,19.8,85,61,71,27,21,47,79,68,24,46,29,83,65,15,80.8,84,67,0,51,94,58,82,15,77,25,58,84,50,58,88,47,69,48,38,35,40,19,41,43,35,39,15,74,50,69,88,39,43,65,55,58,77,18,62,79,89,4,-1,0,60,59,68,61,82,61,7,75,79,21,0,24,-1,95,50,43,87,52,60,63,0,21,20,70,90,63,-1,0,31
5/6/2019,53,61,37,69,74,38,65,25.8,73,62,70,29,17,40,77,65,27,45,39,84,62,0,88,75,57,82,55,90,58,81,16,76,23,57,80,48,60,86,62,80,53,41,33,43,19,45,37,51,40,46,78,49,65,83,37,41,82,67,61,74,27,61,76,78,26,-1,0,64,54,68,61,88,60,41,73,75,24,26,59,-1,88,51,0,85,43,64,61,0,22,28,70,87,42,-1,0,30
5/13/2019,50,59,28,59,67,47,11,43.4,71,54,55,27,17,43,73,69,23,45,39,77,59,15,91.2,80,57,0,39,91,54,76,15,75,24,58,80,50,54,87,16,73,50,38,45,40,19,43,59,43,42,0,66,47,63,86,36,44,44,64,66,76,21,63,84,88,31,-1,79,65,57,65,62,80,74,35,74,79,23,0,24,-1,91,72,43,86,49,59,63,0,21,16,66,89,46,-1,0,29
5/20/2019,51,78,32,79,62,84,11,22.6,88,58,67,45,17,43,74,78,24,45,58,75,68,0,94.6,83,67,0,34,92,56,79,15,76,23,56,81,49,54,88,46,68,56,35,42,34,19,39,32,26,40,46,70,45,63,85,44,43,79,72,64,74,22,61,78,80,18,-1,0,65,48,63,60,83,59,27,76,87,21,0,41,-1,98,56,42,85,52,63,65,0,18,24,68,87,56,-1,0,28
5/27/2019,53,69,36,61,63,69,11,16.8,76,52,69,26,34,39,77,78,24,49,39,91,55,30,97.2,81,70,0,38,95,56,79,15,79,23,57,82,48,52,86,46,73,51,38,34,44,19,37,42,34,38,0,98,47,63,90,31,44,52,65,57,72,21,48,83,79,17,-1,0,67,69,65,60,89,57,34,76,88,22,26,23,-1,94,54,0,89,49,62,64,0,17,23,70,84,26,-1,0,30
6/3/2019,53,64,41,73,64,70,53,21.8,85,61,59,38,17,54,71,85,22,46,10,78,81,15,93,79,64,0,38,96,56,81,15,78,24,57,81,50,54,94,31,73,46,35,30,51,19,35,37,43,39,15,98,46,63,88,34,43,70,78,66,72,15,61,66,77,17,-1,0,67,58,64,58,85,60,20,71,79,19,79,18,-1,100,78,0,87,44,71,62,0,19,20,66,86,32,-1,29,28
6/10/2019,51,61,43,79,69,75,42,28.6,89,52,49,36,8,44,61,81,24,43,57,80,68,14,86,78,67,0,79,92,55,80,14,75,24,56,78,47,51,94,60,64,52,34,29,38,19,39,52,42,37,30,84,46,62,85,36,46,63,61,62,75,22,54,70,66,13,-1,0,69,51,66,59,87,60,47,71,83,22,26,23,-1,91,58,0,85,44,64,61,0,25,22,66,86,38,-1,28,27
6/17/2019,54,69,42,59,67,78,22,31.4,89,56,48,32,21,51,69,84,27,48,79,68,52,30,90.8,86,67,0,43,92,56,80,14,74,24,57,83,49,54,95,16,66,50,35,34,50,20,36,38,52,37,15,100,55,65,90,33,45,62,60,62,77,18,57,62,66,35,-1,0,71,64,65,60,79,61,48,77,98,20,0,59,-1,94,44,0,90,52,61,61,33,26,12,70,87,49,-1,0,28
6/24/2019,49,77,36,77,61,65,54,61.4,96,43,41,27,25,52,69,92,20,37,29,72,77,15,89.2,83,63,0,25,95,59,82,15,76,24,56,84,49,50,90,46,68,44,37,33,45,20,37,42,43,37,0,100,50,61,83,36,46,58,68,56,77,18,48,54,77,26,-1,0,67,62,60,54,76,62,27,75,94,19,0,70,-1,96,60,0,91,40,60,60,0,23,17,67,87,42,-1,0,27
